"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"102","287.60195066121","116.2136486519886","4.78666725452412","-0.31093198650261733","0.02833333333333332","0.023333333333333334","0.033333333333333326","1216","0.000322060389868996","0","0.000322060389868996","0.000322060389868996","102_103:0.005872492289511783","102_103:533.3333333333333","true"
"103","286.17212333172085","205.42052855941165","4.6946717480719125","-0.31225904514446806","0.005900000000000016","0.007199999999999984","0.0046","1216","0.00013554703914033347","0","0.00013554703914033347","0.00013554703914033347","","","true"
"104","226.02973096858335","322.51871848237545","4.783874363990235","-0.3122310065044028","0.0030999999999999917","0.005","0.0011999999999999789","1216","0.000236566684661084","0","0.000236566684661084","0.000236566684661084","104_103:0.0032804843373303305","104_103:533.3333333333333","true"
"105","262.56847107364473","31.48334735640485","4.883438622257691","-0.30991690927064675","0.018000000000000016","0.026800000000000046","0.0092","1216","0.00034174090363048857","0","0.00034174090363048857","0.00034174090363048857","105_104:0.008681915949258018","105_104:533.3333333333333","true"
"106","287.4572334934891","253.97317311806208","4.774769354835833","-0.31270542930455303","0.008899999999999908","0.0104","0.007399999999999962","1216","0.00020886596724404714","0","0.00020886596724404714","0.00020886596724404714","106_105:0.004870486909713728","106_105:533.3333333333333","true"
"107","212.07026412767658","165.90269859672586","4.985901519928756","-0.307441695251335","0.01200000000000001","0.01319999999999999","0.0108","1216","0.0004777428771951475","0","0.0004777428771951475","0.0004777428771951475","107_106:0.008542809742994234;107_108:0.008966006105788155","107_106:533.3333333333333;107_108:533.3333333333333","true"
"108","230.28637452258218","268.8594510626844","4.85764181631837","-0.3093687563471741","0.007600000000000051","0.007000000000000006","0.0082","1216","0.00017183552469007154","0","0.00017183552469007154","0.00017183552469007154","","","true"
"109","223.51353597645632","255.67403801976948","4.794031520638471","-0.3098231211288872","0.03180000000000005","0.039000000000000035","0.0246","1216","0.0003426333140097795","0","0.0003426333140097795","0.0003426333140097795","109_96:0.006531869497637038","109_96:533.3333333333333","true"
"110","309.366337074543","374.22482127631736","4.834518609330902","-0.30953885962680133","0.0040000000000000036","0.0046000000000000485","0.0034","1216","0.00018278238678574166","0","0.00018278238678574166","0.00018278238678574166","110_100:0.00729922147575246;110_118:0.004723121841807176","110_100:533.3333333333333;110_118:533.3333333333333","true"
"111","133.17963245800547","162.49697540162134","4.899669904545604","-0.30966196143120256","0.006599999999999939","0.0092","0.0040000000000000036","1216","0.0003561520399833991","0","0.0003561520399833991","0.0003561520399833991","111_104:0.0062005401589790565","111_104:533.3333333333333","true"
"112","119.41144613619154","57.13218164355369","4.931284377345096","-0.30828010772706876","0.011500000000000066","0.013800000000000034","0.0092","1216","0.000431060970863453","0","0.000431060970863453","0.000431060970863453","112_126:0.011179960610084722;112_108:0.01074826344395799","112_126:533.3333333333333;112_108:533.3333333333333","true"
"113","379.90125748096904","73.60530359818885","4.963733754147903","-0.3084394283671576","0.0040999999999999925","0.0044","0.0038000000000000256","1216","0.0001729028503952069","0","0.0001729028503952069","0.0001729028503952069","113_114:0.004335965960682642","113_114:533.3333333333333","true"
"114","214.69284292547297","242.14189958539023","4.8845241720687484","-0.30934321871293896","0.02200000000000002","0.03259999999999996","0.0114","1216","0.00016902541494154442","0","0.00016902541494154442","0.00016902541494154442","114_109:0.005867582977417879;114_115:0.011138584208702451","114_109:533.3333333333333;114_115:533.3333333333333","true"
"115","439.68966255782186","280.2251011704546","4.742941645211472","-0.3109775593036345","0.00550000000000006","0.007000000000000006","0.004","1216","0.00012722354871530647","0","0.00012722354871530647","0.00012722354871530647","","","true"
"116","334.57734386306703","382.2885886618922","4.931269385577527","-0.30852099993985993","0.00770000000000004","0.007000000000000006","0.0084","1216","0.00015649857022182137","0","0.00015649857022182137","0.00015649857022182137","116_115:0.004610779327101355","116_115:533.3333333333333","true"
"117","344.9684446787684","221.5780553508244","4.793036864268862","-0.3108430479754478","0.00880000000000003","0.011800000000000033","0.0058","1216","0.0006152405195282369","0","0.0006152405195282369","0.0006152405195282369","117_116:0.012572608604226071;117_118:0.007297585197930306","117_116:533.3333333333333;117_118:533.3333333333333","true"
"118","133.38918015670512","215.14015267344828","4.7374775547108126","-0.31213784976055814","0.006099999999999994","0.0096","0.0026000000000000467","1216","0.00018597149329617572","0","0.00018597149329617572","0.00018597149329617572","","","true"
"119","237.3305419204557","202.57746781378404","4.792608197737808","-0.3115006149023877","0.012199999999999989","0.01759999999999995","0.0068","1216","0.0005963750237008987","0","0.0005963750237008987","0.0005963750237008987","119_118:0.006699370008045408;119_120:0.008521790992253364","119_118:533.3333333333333;119_120:533.3333333333333","true"
"120","173.97377288190242","226.64598806091252","4.887787709617828","-0.30954720593807233","0.009099999999999997","0.0094","0.00880000000000003","1216","0.00020907483883389255","0","0.00020907483883389255","0.00020907483883389255","120_121:0.006435933298875929","120_121:533.3333333333333","true"
"121","268.16147744800463","44.13801887002654","4.847715718974105","-0.31085098125216193","0.010600000000000054","0.010600000000000054","0.0106","1216","0.0002455162049361262","0","0.0002455162049361262","0.0002455162049361262","121_122:0.006331154517311199","121_122:533.3333333333333","true"
"122","382.2676505299753","313.43493791185944","4.7314821222602665","-0.31159801750313826","0.008199999999999985","0.0108","0.005600000000000049","1216","0.00024826335547383687","0","0.00024826335547383687","0.00024826335547383687","122_111:0.013886565076389579","122_111:533.3333333333333","true"
"123","253.85267376334437","316.6668052312856","4.820644006966986","-0.310311785682582","0.0039000000000000146","0.0054","0.0023999999999999577","1216","0.00018793496058055442","0","0.00018793496058055442","0.00018793496058055442","123_122:0.007786691124150202","123_122:533.3333333333333","true"
"124","323.1430098753592","299.7786109930916","4.881318206462147","-0.3092081732598848","0.0049000000000000155","0.006000000000000005","0.0038","1216","0.00013001368396854722","0","0.00013001368396854722","0.00013001368396854722","124_123:0.004587695698755667","124_123:533.3333333333333","true"
"125","167.79598055210306","60.71539317711051","4.977356202481792","-0.30775761323383166","0.005800000000000027","0.006399999999999961","0.0052","1216","0.00020825754478559597","0","0.00020825754478559597","0.00020825754478559597","125_124:0.0064486499249089835","125_124:533.3333333333333","true"
"126","263.54912114013683","90.06109533229599","4.831260531813182","-0.3093005432479466","0.016000000000000014","0.017000000000000015","0.015","1216","0.00013880341674542856","0","0.00013880341674542856","0.00013880341674542856","126_125:0.004625088776448988","126_125:533.3333333333333","true"
